iter	Passed	Remaining
1664	114081	22953
1665	114136	22882
1666	114189	22810
1667	114246	22739
1668	114301	22668
1669	114358	22597
1670	114417	22527
1671	114473	22456
1672	114528	22385
1673	114588	22315
1674	114645	22244
1675	114702	22173
1676	114762	22103
1677	114815	22032
1678	114870	21961
1679	114930	21891
1680	114984	21820
1681	115045	21750
1682	115098	21679
1683	115157	21609
1684	115210	21537
1685	115268	21467
1686	115351	21401
1687	115440	21337
1688	115500	21267
1689	115563	21198
1690	115641	21131
1691	115703	21061
1692	115776	20994
1693	115836	20924
1694	115891	20853
1695	115947	20782
1696	116001	20712
1697	116063	20642
1698	116132	20574
1699	116196	20505
1700	116295	20442
1701	116375	20375
1702	116446	20307
1703	116501	20237
1704	116580	20170
1705	116652	20103
1706	116711	20033
1707	116777	19964
1708	116836	19894
1709	116898	19824
1710	116974	19757
1711	117035	19688
1712	117114	19621
1713	117174	19551
1714	117230	19481
1715	117294	19412
1716	117355	19342
1717	117413	19272
1718	117471	19202
1719	117532	19133
1720	117604	19065
1721	117683	18998
1722	117751	18930
1723	117814	18861
1724	117869	18790
1725	117929	18721
1726	117997	18652
1727	118057	18583
1728	118117	18513
1729	118201	18447
1730	118260	18377
1731	118337	18310
1732	118437	18247
1733	118508	18179
1734	118598	18114
1735	118658	18044
1736	118718	17975
1737	118821	17912
1738	118882	17842
1739	118952	17774
1740	119007	17704
1741	119069	17634
1742	119126	17564
1743	119201	17497
1744	119258	17427
1745	119316	17357
1746	119396	17290
1747	119460	17221
1748	119515	17151
1749	119585	17083
1750	119644	17014
1751	119722	16947
1752	119780	16877
1753	119843	16808
1754	119933	16742
1755	119990	16672
1756	120049	16603
1757	120109	16533
1758	120187	16466
1759	120248	16397
1760	120303	16327
1761	120398	16262
1762	120455	16192
1763	120511	16122
1764	120568	16052
1765	120658	15987
1766	120713	15917
1767	120767	15847
1768	120822	15777
1769	120878	15707
1770	120935	15637
1771	120993	15568
1772	121047	15497
1773	121108	15428
1774	121167	15359
1775	121225	15289
1776	121297	15221
1777	121390	15156
1778	121464	15089
1779	121531	15020
1780	121618	14954
1781	121676	14885
1782	121737	14816
1783	121791	14746
1784	121847	14676
1785	121904	14606
1786	121962	14537
1787	122020	14467
1788	122104	14401
1789	122183	14334
1790	122263	14267
1791	122341	14200
1792	122414	14132
1793	122468	14062
1794	122558	13996
1795	122617	13927
1796	122688	13859
1797	122770	13792
1798	122838	13724
1799	122893	13654
1800	122949	13585
1801	123003	13515
1802	123079	13447
1803	123141	13378
1804	123193	13308
1805	123248	13239
1806	123303	13169
1807	123356	13099
1808	123417	13030
1809	123474	12961
1810	123527	12891
1811	123583	12822
1812	123641	12752
1813	123697	12683
1814	123756	12614
1815	123827	12546
1816	123881	12476
1817	123937	12407
1818	123993	12337
1819	124072	12270
1820	124128	12201
1821	124181	12131
1822	124243	12063
1823	124298	11993
1824	124352	11924
1825	124409	11855
1826	124476	11786
1827	124541	11718
1828	124610	11650
1829	124671	11581
1830	124731	11512
1831	124787	11443
1832	124845	11374
1833	124914	11306
1834	124985	11238
1835	125042	11169
1836	125101	11100
1837	125174	11032
1838	125232	10963
1839	125290	10894
1840	125357	10826
1841	125414	10757
1842	125470	10688
1843	125525	10619
1844	125583	10550
1845	125637	10481
1846	125698	10412
1847	125786	10346
1848	125844	10277
1849	125915	10209
1850	125973	10140
1851	126034	10071
1852	126092	10003
1853	126156	9934
1854	126212	9865
1855	126304	9799
1856	126363	9730
1857	126424	9662
1858	126495	9594
1859	126575	9527
1860	126634	9458
1861	126714	9391
1862	126769	9322
1863	126841	9254
1864	126916	9187
1865	126997	9119
1866	127062	9051
1867	127152	8985
1868	127213	8916
1869	127272	8847
1870	127350	8780
1871	127409	8711
1872	127469	8643
1873	127549	8575
1874	127611	8507
1875	127669	8438
1876	127742	8370
1877	127796	8302
1878	127874	8234
1879	127962	8167
1880	128017	8098
1881	128075	8030
1882	128155	7962
1883	128240	7895
1884	128295	7827
1885	128377	7759
1886	128436	7691
1887	128491	7622
1888	128579	7555
1889	128670	7488
1890	128728	7420
1891	128804	7352
1892	128878	7284
1893	128932	7215
1894	129002	7147
1895	129059	7079
1896	129117	7010
1897	129172	6941
1898	129228	6873
1899	129286	6804
1900	129357	6736
1901	129411	6667
1902	129483	6600
1903	129561	6532
1904	129626	6464
1905	129698	6396
1906	129755	6327
1907	129808	6259
1908	129864	6190
1909	129928	6122
1910	130011	6054
1911	130069	5986
1912	130163	5919
1913	130239	5851
1914	130315	5784
1915	130392	5716
1916	130464	5648
1917	130540	5580
1918	130593	5512
1919	130645	5443
1920	130738	5376
1921	130793	5307
1922	130851	5239
1923	130915	5171
1924	130971	5102
1925	131027	5034
1926	131109	4966
1927	131165	4898
1928	131241	4830
1929	131298	4762
1930	131351	4693
1931	131421	4625
1932	131509	4558
1933	131564	4489
1934	131637	4421
1935	131690	4353
1936	131767	4285
1937	131821	4217
1938	131880	4148
1939	131937	4080
1940	131991	4012
1941	132051	3943
1942	132113	3875
1943	132168	3807
1944	132222	3738
1945	132277	3670
1946	132358	3602
1947	132412	3534
1948	132495	3467
1949	132546	3398
1950	132603	3330
1951	132660	3262
1952	132715	3193
1953	132771	3125
1954	132826	3057
1955	132882	2989
1956	132939	2921
1957	133021	2853
1958	133073	2785
1959	133143	2717
1960	133205	2649
1961	133280	2581
1962	133349	2513
1963	133403	2445
1964	133461	2377
1965	133515	2309
1966	133571	2240
1967	133628	2172
1968	133687	2104
1969	133744	2036
1970	133804	1968
1971	133911	1901
1972	133965	1833
1973	134018	1765
1974	134078	1697
1975	134159	1629
1976	134215	1561
1977	134267	1493
1978	134339	1425
1979	134394	1357
1980	134447	1289
1981	134523	1221
1982	134576	1153
1983	134677	1086
1984	134751	1018
1985	134834	950
1986	134906	882
1987	134964	814
1988	135020	746
1989	135079	678
1990	135137	610
1991	135195	542
1992	135251	475
1993	135346	407
1994	135405	339
1995	135463	271
1996	135542	203
1997	135598	135
1998	135657	67
1999	135714	0
